"Assay of thiocyanate","84430","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hpn Other Commercial Plan","9.89",,,,,,,"fee schedule","8.72","24.66",
"Assay of thyroid (t3 or t4)","84479","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Core/Charter/Nexus Other Commercial Plan","6.47",,,,,,,"fee schedule","4.85","13.72",
"Assay of thyroid activity","84442","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Hpn Whole Health Other Commercial Plan","26.6",,,,,,,"fee schedule","11.09","31.33",
"Assay of thyroid activity","84442","HCPCS",,,,,,,"facility","outpatient",,,,,,"Wellcare","Medicare Managed Care Plan","15.67",,,,,,,"fee schedule","11.09","31.33","APC"
"Assay of transcortin","84449","HCPCS",,,,,,,"facility","outpatient",,,,,,"Clover Health","Medicare Managed Care Plan","18.9",,,,,,,"fee schedule","13.5","38.16","APC"
"Assay of triglycerides","84478","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hpn Other Commercial Plan","4.88",,,,,,,"fee schedule","4.31","12.17",
"Assay of tsi globulin","84445","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Hmo/Pos","50.86",,,,,,,"fee schedule","38.15","107.82",
"Assay of urine albumin","82042","HCPCS",,,,,,,"facility","outpatient",,,,,,"Ambetter Health","Peach State Exchange","16.49",,,,,,,"fee schedule","5.84","16.49","APC"
"Assay of urine porphyrins","84120","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hpn Other Commercial Plan","12.5",,,,,,,"fee schedule","11.03","31.19",
"Assay of urine vma","84585","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Exchange","23.25",,,,,,,"fee schedule","11.63","32.86",
"Assay of urine vma","84585","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Value Secure Medicare Managed Care Plan","15.66",,,,,,,"fee schedule","11.63","32.86","APC"
"Assay of vitamin b-1","84425","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Hmo/Pos","21.23",,,,,,,"fee schedule","15.92","45.01",
"Assay of volatiles","84600","HCPCS",,,,,,,"facility","outpatient",,,,,,"Wellcare","Medicare Managed Care Plan","18.14",,,,,,,"fee schedule","12.83","36.27","APC"
"Assay ph body fluid nos","83986","HCPCS",,,,,,,"facility","outpatient",,,,,,"Oscar Health","Exchange","4.89",,,,,,,"fee schedule","2.69","7.59",
"Assay phosphatidylglycerol","84081","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hmo","16.52",,,,,,,"fee schedule","12.39","35.02",
"Assay phosphohexose enzymes","84087","HCPCS",,,,,,,"facility","outpatient",,,,,,"Ambetter Health","Peach State Exchange","22.75",,,,,,,"fee schedule","8.05","22.75","APC"
"Assay prostate phosphatase","84066","HCPCS",,,,,,,"facility","outpatient",,,,,,"Clover Health","Medicare Managed Care Plan","10.14",,,,,,,"fee schedule","7.25","20.48","APC"
"Assay spec xcp ur&breath ia","82077","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hpn Other Commercial Plan","14.68",,,,,,,"fee schedule","12.95","36.61",
"Assay synovial fluid mucin","83872","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Exchange","8.79",,,,,,,"fee schedule","4.4","12.42",
"Assay test for blood fecal","82274","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Medicare Managed Care Plan","16.24",,,,,,,"fee schedule","11.94","33.75","APC"
"Assay three catecholamines","82384","HCPCS",,,,,,,"facility","outpatient",,,,,,"Oscar Health","Exchange","34.49",,,,,,,"fee schedule","18.94","53.53",
"Assay toxin or antitoxin","87230","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Core/Charter/Nexus Other Commercial Plan","19.74",,,,,,,"fee schedule","14.81","41.85",
"Assay urine catecholamines","82382","HCPCS",,,,,,,"facility","outpatient",,,,,,"Clover Health","Medicare Managed Care Plan","28.67",,,,,,,"fee schedule","20.48","57.88","APC"
"Assist oocyte fertilization","89280","HCPCS",,,,,,,"facility","outpatient",,,,,,"Wellcare","Medicare Managed Care Plan","856.6",,,,,,,"fee schedule","628.2","1713.21","APC"
"Assist oocyte fertilization","89281","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Value Secure Medicare Managed Care Plan","172.59",,,,,,,"fee schedule","143.5","362.28","APC"
"Assistive technology assess","97755","HCPCS",,,,,,,"facility","outpatient",,,,,,"Clover Health","Medicare Managed Care Plan","37.8",,,,,,,"fee schedule","36","128","APC"
"Assmt & care pln pt cog imp","99483","HCPCS",,,,,,,"facility","outpatient",,,,,,"Devoted Health","Medicare Managed Care Plan","101.9",,,,,,,"fee schedule","101.9","216.02","APC"
"Asstv alg alys acous&ecg rec","0962T","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Medicare Managed Care Plan","136.12",,,,,,,"fee schedule","133.45","282.92","APC"
"Asxl1 gene target seq alys","81176","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Hmo/Pos","241.9",,,,,,,"fee schedule","181.43","512.83",
"Atherosclerosis With Mcc","302","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Caresource","Medicaid Managed Care Plan",,,"[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://dch.georgia.gov/providers/provider-types/hospital-providers]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Atherosclerosis With Mcc","302","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Wellcare","Medicare Managed Care Plan","13357.21",,,,,,,"fee schedule","11996.56","26714.42","MSDRG Base Rate"
"Atherosclerosis Without Mcc","303","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Cigna","Healthspring Medicare Managed Care Plan",,,"[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Attach bladder/urethra","51840","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hmo","5843.31",,,,,,,"fee schedule","3051","10637.27",
"Attach bladder/urethra","51841","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Hpn Whole Health Other Commercial Plan","9512",,,,,,,"fee schedule","3051","9512",
"Atxn1 gene detc abnor allele","81178","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Hmo/Pos","137",,,,,,,"fee schedule","102.75","290.44",
"Atxn1 gene detc abnor allele","81178","HCPCS",,,,,,,"facility","outpatient",,,,,,"Wellcare","Medicare Managed Care Plan","145.22",,,,,,,"fee schedule","102.75","290.44","APC"
"Atxn10 gene detc abnor allel","81183","HCPCS",,,,,,,"facility","outpatient",,,,,,"Kaiser","Hmo","194.72",,,,,,,"fee schedule","102.75","290.44",
"Augmentation cheek bone","21270","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Value Secure Medicare Managed Care Plan","5997.11",,,,,,,"fee schedule","4419.21","12588","APC"
"Augmentation lower jaw bone","21127","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Pathways Exchange","4419.21",,,,,,,"fee schedule","4419.21","12588",
"Augmentation lower jaw bone","21127","HCPCS",,,,,,,"facility","outpatient",,,,,,"Humana","Medicare Managed Care Plan","11403.39",,,,,,,"fee schedule","4419.21","12588",
"Augmentation of facial bones","21208","HCPCS",,,,,,,"facility","outpatient",,,,,,"Kaiser","Hmo","6187",,,,,,,"fee schedule","4419.21","12588",
"Augmnt ai-based fcl phnt a/r","0731T","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Healthspring Medicare Managed Care Plan","60.95",,,,,,,"fee schedule","59.17","125.44","APC"
"Autgrft implnt knee w/scope","29866","HCPCS",,,,,,,"facility","outpatient",,,,,,"Oscar Health","Exchange","7118",,,,,,,"fee schedule","5405","15429.7",
"Autol cell implt adps hrvg","0565T","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Core/Charter/Nexus Other Commercial Plan","1343",,,,,,,"fee schedule","1343","6277",
"Autolog prp diab wound ulcer","G0465","HCPCS",,,,,,,"facility","outpatient",,,,,,"Clover Health","Medicare Managed Care Plan","2173",,,,,,,"fee schedule","2069.52","4387.38","APC"
"Autologous Bone Marrow Transplant With Cc/Mcc","016","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Bcbs","Blue Pathways Exchange","62246.59",,,,,,,"fee schedule","54239.9","184640.66",
"Autologous Bone Marrow Transplant Without Cc/Mcc","017","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Bcbs","Hmo","184640.66",,,,,,,"fee schedule","49864.09","184640.66",
"Autologous Bone Marrow Transplant Without Cc/Mcc","017","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Clover Health","Medicare Managed Care Plan","52357.29",,,,,,,"fee schedule","49864.09","184640.66","MSDRG Base Rate"
"Autologous Bone Marrow Transplant Without Cc/Mcc","017","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Kaiser","Hmo",,,"[Stop Loss: Total Charges > 258701 | Total % of Charge: 54.13] [Lesser Than Charges paid at %: 100] [Medical-Per Diem: 4009 Days: 1 Additional Days: 3196] [Surgical-Case Rate: 10825] [ICU-Per Diem: 4009] [CCU-Per Diem: 4009] [Step Down-Per Diem: 3345] [C-Section-Per Diem: 4272 Days: 1 Additional Days: 2927] [Normal Vaginal Delivery-Per Diem: 3720 Days: 1 Additional Days: 2927] [Nursery  Level 1- Boarder-Per Diem: 1190] [Nursery  Level 2-Per Diem: 2044] [Nursery  Level 3-Per Diem: 3019] [Nursery  Level 4-NICU-Per Diem: 3264] [Psych-Per Diem: 1448] [Rehab-Per Diem: 2500] [IP High Cost Drugs (%BC): 38] [IP Prosthetics/Implants/Devices (%BC): 76] [Transplants-Case Rate: FEE SCHEDULE]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Autologous PRP for ulcers","G0460","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Value Secure Medicare Managed Care Plan","2090.22",,,,,,,"fee schedule","2069.52","4387.38","APC"
"Autologous blood process","86890","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Hmo/Pos","143.5",,,,,,,"fee schedule","70.03","362.28",
"Automated diff wbc count","85004","HCPCS",,,,,,,"facility","outpatient",,,,,,"Kaiser","Hmo","9.2",,,,,,,"fee schedule","4.85","13.72",
"Automated rbc count","85041","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Pathways Exchange","2.27",,,,,,,"fee schedule","2.27","6.4",
"Automated reticulocyte count","85045","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Hpn Whole Health Other Commercial Plan","7.18",,,,,,,"fee schedule","2.99","8.46",
"Autonomic nrv adrenrg inervj","95922","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Medicare Managed Care Plan","136.12",,,,,,,"fee schedule","133.45","282.92","APC"
"Autonomic nrv adrenrg inervj","95922","HCPCS",,,,,,,"facility","outpatient",,,,,,"Ambetter Health","Peach State Exchange","282.92",,,,,,,"fee schedule","133.45","282.92","APC"
"Autopsy (necropsy) complete","88020","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Hmo/Pos","356.93",,,,,,,"fee schedule","267.13","506.22",
"Autopsy (necropsy) complete","88028","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Hmo/Pos","207.15",,,,,,,"fee schedule","155.24","294.18",
"Autopsy (necropsy) gross","88000","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Hmo/Pos","206.98",,,,,,,"fee schedule","155.24","294.18",
"Autopsy (necropsy) gross","88005","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hpn Other Commercial Plan","205.06",,,,,,,"fee schedule","180.94","342.89",
"Autopsy (necropsy) gross","88005","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Hmo/Pos","241.25",,,,,,,"fee schedule","180.94","342.89",
"Autopsy (necropsy) gross","88007","HCPCS",,,,,,,"facility","outpatient",,,,,,"Oscar Health","Exchange","345.48",,,,,,,"fee schedule","189.51","359.13",
"Av fuse uppr arm basilic","36819","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Pathways Exchange","4419.21",,,,,,,"fee schedule","4419.21","11832.39",
"Av fusion/forearm vein","36820","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Hpn Whole Health Other Commercial Plan","6277",,,,,,,"fee schedule","4419.21","11832.39",
"Av fusion/forearm vein","36820","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hmo","7268.12",,,,,,,"fee schedule","4419.21","11832.39",
"Av fusion/forearm vein","36820","HCPCS",,,,,,,"facility","outpatient",,,,,,"Oscar Health","Exchange","7118",,,,,,,"fee schedule","4419.21","11832.39",
"Azithromycin: 22.5 Ml In 1 Bottle, Plastic (42806-150-33)","15797_42806015033","CDM","637","RC","Q0144","HCPCS","42806015033","NDC","facility","both","1","EA",,"32.96","32.96",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"B brgdrferi antb 5 prtn igm","0041U","HCPCS",,,,,,,"facility","outpatient",,,,,,"Oscar Health","Exchange","23.51",,,,,,,"fee schedule","12.91","36.49",
"B cells total count","86355","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Medicare Managed Care Plan","38.48",,,,,,,"fee schedule","28.3","79.99","APC"
"B-12 binding capacity","82608","HCPCS",,,,,,,"facility","outpatient",,,,,,"Ambetter Health","Peach State Exchange","30.36",,,,,,,"fee schedule","10.74","30.36","APC"
"B1 str & fx rsk assessment","0556T","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Value Secure Medicare Managed Care Plan","241.72",,,,,,,"fee schedule","46.09","582.6","APC"
"Bacitracin: 1 Tube In 1 Carton (45802-060-01)  / 14 G In 1 Tube","209333_45802006001","CDM","637","RC","A9270","HCPCS","45802006001","NDC","facility","both","1","EA",,"13.37","13.37",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Back & neck proc exc spinal fusion w/o CC/MCC","491","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Bcbs","Blue Pathways Exchange",,,"[Stop Loss: Total Charges > 210600.19 | Total % of Charge: 50] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [C-Section-Case Rate: 12825.89] [Normal Vaginal Delivery-Case Rate: 9161.35] [Psych-Per Diem: 2056.73] [Rehab-Per Diem: 2258.26] [IP High Cost Drugs ($): 0 Charge Threshold 1000 (%BC): 70] [IP Prosthetics/Implants/Devices ($): 0 Charge Threshold 400 (%BC): 76] [Transplants-Case Rate: FEE SCHEDULE]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Back And Neck Procedures Except Spinal Fusion With Cc","519","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Humana","Medicare Managed Care Plan","32974.97",,,,,,,"fee schedule","19670.7","41859.19",
"Back And Neck Procedures Except Spinal Fusion With Cc","519","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Unitedhealthcare","Medicare Managed Care Plan","19670.7",,,,,,,"fee schedule","19670.7","41859.19","MSDRG Base Rate"
"Back And Neck Procedures Except Spinal Fusion Without Cc/Mcc","520","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Aetna","Hmo/Pos",,,"[Stop Loss: Total Charges > 302159 | Total % of Charge: 55] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Alcohol/ Chemical Dependency-Per Diem: 1979] [Psych-Per Diem: 1979] [Rehab-Per Diem: 2455] [IP High Cost Drugs ($): 0 Charge Threshold 1000 (%BC): 76] [IP Prosthetics/Implants/Devices ($): 0 Charge Threshold 400 (%BC): 76] [Cardiac Surgery-Per Diem: 52424 Days: 8 Additional Days: 5194] [PTCA-Per Diem: 19887 Days: 4 Additional Days: 5194] [Transplants-Case Rate: FEE SCHEDULE] [Pancreas Transplant (%BC): 80]","27500.96","27500.96","27500.96","1 through 10","other",,,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer's algorithm."
"Back And Neck Procedures Except Spinal Fusion Without Cc/Mcc","520","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Aetna","Medicare Managed Care Plan","15520.93",,,,,,,"fee schedule","14780.15","32259.19","MSDRG Base Rate"
"Bacterial And Tuberculous Infections Of Nervous System With Cc","095","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Bcbs","Hpn Other Commercial Plan",,,"[Stop Loss: Total Charges > 210600.19 | Total % of Charge: 69] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [C-Section-Case Rate: 15204.02] [Normal Vaginal Delivery-Case Rate: 10860.01] [Psych-Per Diem: 2022.14] [Rehab-Per Diem: 3228.69] [IP High Cost Drugs ($): 0 Charge Threshold 1000 (%BC): 70] [IP Prosthetics/Implants/Devices ($): 0 Charge Threshold 400 (%BC): 76] [Transplants-Case Rate: FEE SCHEDULE]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Bacterial And Tuberculous Infections Of Nervous System With Cc","095","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Kaiser","Hmo",,,"[Stop Loss: Total Charges > 258701 | Total % of Charge: 54.13] [Lesser Than Charges paid at %: 100] [Medical-Per Diem: 4009 Days: 1 Additional Days: 3196] [Surgical-Case Rate: 10825] [ICU-Per Diem: 4009] [CCU-Per Diem: 4009] [Step Down-Per Diem: 3345] [C-Section-Per Diem: 4272 Days: 1 Additional Days: 2927] [Normal Vaginal Delivery-Per Diem: 3720 Days: 1 Additional Days: 2927] [Nursery  Level 1- Boarder-Per Diem: 1190] [Nursery  Level 2-Per Diem: 2044] [Nursery  Level 3-Per Diem: 3019] [Nursery  Level 4-NICU-Per Diem: 3264] [Psych-Per Diem: 1448] [Rehab-Per Diem: 2500] [IP High Cost Drugs (%BC): 38] [IP Prosthetics/Implants/Devices (%BC): 76] [Transplants-Case Rate: FEE SCHEDULE]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Bacterial And Tuberculous Infections Of Nervous System With Cc","095","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Unitedhealthcare","Medicare Managed Care Plan",,,"[MSDRG Base Rate: FEE SCHEDULE]","22244.1","22244.1","22244.1","1 through 10","other",,,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer's algorithm."
"Bacterial And Tuberculous Infections Of Nervous System With Mcc","094","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Bcbs","Blue Value Secure Medicare Managed Care Plan","33366",,,,,,,"fee schedule","33035.64","77455.53","MSDRG Base Rate"
"Bacterial And Tuberculous Infections Of Nervous System With Mcc","094","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Bcbs","Blue Value Secure Medicare Managed Care Plan",,,"[MSDRG Base Rate: FEE SCHEDULE]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Bacterial And Tuberculous Infections Of Nervous System With Mcc","094","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Humana","Hmo/Pos","61016.32",,,,,,,"fee schedule","33035.64","77455.53",
"Bacterial And Tuberculous Infections Of Nervous System With Mcc","094","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Oscar Health","Exchange","50610.6",,,,,,,"fee schedule","33035.64","77455.53",
"Bacterial And Tuberculous Infections Of Nervous System Without Cc/Mcc","096","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Unitedhealthcare","Hmo/Pos",,,"[Stop Loss: Total Charges > 307779 | Total % of Charge: 59] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Alcohol/ Chemical Dependency-Per Diem: 1979] [Psych-Per Diem: 1979] [Rehab-Per Diem: 3703] [IP High Cost Drugs ($): 0 Charge Threshold 1000 (%BC): 76] [IP Prosthetics/Implants/Devices ($): 0 Charge Threshold 400 (%BC): 76] [Cardiac Surgery-Case Rate: 53400 Days: 8 Additional Days: 5291] [PTCA-Case Rate: 20258 Days: 4 Additional Days: 5291]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Bacterial And Tuberculous Infections Of Nervous System Without Cc/Mcc","096","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Wellcare","Medicare Managed Care Plan",,,"[MSDRG Base Rate: FEE SCHEDULE]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Bartonella Antibody","86611","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Exchange","15.27",,,,,,,"fee schedule","7.64","21.58",
"Bartonella dna amp probe","87471","HCPCS",,,,,,,"facility","outpatient",,,,,,"Clover Health","Medicare Managed Care Plan","36.84",,,,,,,"fee schedule","26.32","74.39","APC"
"Bbrgdrferi antb detc 24rprtn","0580U","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Medicare Managed Care Plan","17.55",,,,,,,"fee schedule","17.21","36.49","APC"
"Bbrgdrferi antb detc 24rprtn","0580U","HCPCS",,,,,,,"facility","outpatient",,,,,,"Devoted Health","Medicare Managed Care Plan","17.21",,,,,,,"fee schedule","17.21","36.49","APC"
