"No Longer Valid","109","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Phcs","All Commercial Plans",,"70",,,,,"0","percent of total billed charges",,,"No services performed during 15-month lookback period."
"No Longer Valid","112","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Bcbs","Blue Value Secure Medicare Managed Care Plan",,,"[MSDRG Base Rate: FEE SCHEDULE]",,,,"0","other",,,"No services performed during 15-month lookback period."
"No Longer Valid","214","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Bcbs","Ppo",,"84.14",,,,,"0","percent of total billed charges",,,"No services performed during 15-month lookback period."
"No Longer Valid","526","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Humana","Medicare Managed Care Plan",,,"[Stop Loss: Total Charges > 280996.40 | Total % of Charge: 55] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Psych-Per Diem: 1586.94] [Rehab-Per Diem: 2866.64] [SNF-Per Diem: 1205.38] [IP High Cost Drugs (%BC): 76] [IP Prosthetics/Implants/Devices (%BC): 76] [PTCA-Case Rate: 18334.60] [Trauma-Per Diem: 4042.30]",,,,"0","other",,,"No services performed during 15-month lookback period."
"No Longer Valid","527","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Cigna","Hmo/Pos",,,"[Stop Loss: Total Charges > 166953.75 | Total % of Charge: 65] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Alcohol/ Chemical Dependency-Per Diem: 1376] [Psych-Per Diem: 1376] [Rehab-Per Diem: 3466] [SNF-Per Diem: 1762] [IP High Cost Drugs (%BC): 76] [IP Prosthetics/Implants/Devices (%BC): 76] [Transplants-Case Rate: FEE SCHEDULE]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Non-Bacterial Infection Of Nervous System Except Viral Meningitis With Cc","098","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Kaiser","Hmo",,,"[Stop Loss: Total Charges > 258701 | Total % of Charge: 54.13] [Lesser Than Charges paid at %: 100] [Medical-Per Diem: 4009 Days: 1 Additional Days: 3196] [Surgical-Case Rate: 10825] [ICU-Per Diem: 4009] [CCU-Per Diem: 4009] [Step Down-Per Diem: 3345] [C-Section-Per Diem: 4272 Days: 1 Additional Days: 2927] [Normal Vaginal Delivery-Per Diem: 3720 Days: 1 Additional Days: 2927] [Nursery  Level 1- Boarder-Per Diem: 1190] [Nursery  Level 2-Per Diem: 2044] [Nursery  Level 3-Per Diem: 3019] [Nursery  Level 4-NICU-Per Diem: 3264] [Psych-Per Diem: 1448] [Rehab-Per Diem: 2500] [IP High Cost Drugs (%BC): 38] [IP Prosthetics/Implants/Devices (%BC): 76] [Transplants-Case Rate: FEE SCHEDULE]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Non-Bacterial Infection Of Nervous System Except Viral Meningitis With Cc","098","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Unitedhealthcare","Medicare Managed Care Plan",,,"[MSDRG Base Rate: FEE SCHEDULE]","20154.53","20154.53","20154.53","1 through 10","other",,,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer's algorithm."
"Non-Bacterial Infection Of Nervous System Except Viral Meningitis With Cc","098","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Va Community Care Network","Government",,,"[MSDRG Base Rate: FEE SCHEDULE]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Non-Bacterial Infection Of Nervous System Except Viral Meningitis With Cc","098","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Wellcare","Medicare Managed Care Plan",,,"[MSDRG Base Rate: FEE SCHEDULE]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Non-Bacterial Infection Of Nervous System Except Viral Meningitis With Mcc","097","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Ambetter Health","Peach State Exchange","71758.84",,,,,,,"fee schedule","33848.51","76105.3","MSDRG Base Rate"
"Non-Bacterial Infection Of Nervous System Except Viral Meningitis Without Cc/Mcc","099","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Cigna","Healthspring Medicare Managed Care Plan",,,"[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Non-Extensive Burns","935","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Bcbs","Blue Value Secure Medicare Managed Care Plan",,,"[MSDRG Base Rate: FEE SCHEDULE]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Non-Extensive Burns","935","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Cigna","Hmo/Pos",,,"[Stop Loss: Total Charges > 166953.75 | Total % of Charge: 65] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Alcohol/ Chemical Dependency-Per Diem: 1376] [Psych-Per Diem: 1376] [Rehab-Per Diem: 3466] [SNF-Per Diem: 1762] [IP High Cost Drugs (%BC): 76] [IP Prosthetics/Implants/Devices (%BC): 76] [Transplants-Case Rate: FEE SCHEDULE]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Non-Extensive Burns","935","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Cigna","Ppo",,"72",,,,,"0","percent of total billed charges",,,"No services performed during 15-month lookback period."
"Non-Extensive Burns","935","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Humana","Hmo/Pos","36731.21",,,,,,,"fee schedule","20196.78","46627.45",
"Non-Extensive O.R. Procedures Unrelated To Principal Diagnosis With Cc","988","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Aetna","Exchange",,,"[Stop Loss: Total Charges > 258976 | Total % of Charge: 55] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Nursery  Level 1- Boarder-Per Diem: 1487] [Nursery  Level 2-Per Diem: 2066] [Nursery  Level 3-Per Diem: 2360] [Nursery  Level 4-NICU-Per Diem: 2697] [Alcohol/ Chemical Dependency-Per Diem: 1696] [Psych-Per Diem: 1696] [Rehab-Per Diem: 2046] [IP High Cost Drugs ($): 0 Charge Threshold 1000 (%BC): 76] [IP Prosthetics/Implants/Devices ($): 0 Charge Threshold 400 (%BC): 76] [Cardiac Surgery-Per Diem: 44934 Days: 8 Additional Days: 4452] [PTCA-Per Diem: 17045 Days: 4 Additional Days: 4452] [Transplants-Case Rate: FEE SCHEDULE] [Pancreas Transplant (%BC): 80]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Non-Extensive O.R. Procedures Unrelated To Principal Diagnosis With Cc","988","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Devoted Health","Medicare Managed Care Plan",,,"[MSDRG Base Rate: FEE SCHEDULE]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Non-Extensive O.R. Procedures Unrelated To Principal Diagnosis With Mcc","987","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Bcbs","Hpn Other Commercial Plan","59726.89",,,,,,,"fee schedule","32235.08","74368.69",
"Non-Extensive O.R. Procedures Unrelated To Principal Diagnosis Without Cc/Mcc","989","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Aetna","Exchange",,,"[Stop Loss: Total Charges > 258976 | Total % of Charge: 55] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Nursery  Level 1- Boarder-Per Diem: 1487] [Nursery  Level 2-Per Diem: 2066] [Nursery  Level 3-Per Diem: 2360] [Nursery  Level 4-NICU-Per Diem: 2697] [Alcohol/ Chemical Dependency-Per Diem: 1696] [Psych-Per Diem: 1696] [Rehab-Per Diem: 2046] [IP High Cost Drugs ($): 0 Charge Threshold 1000 (%BC): 76] [IP Prosthetics/Implants/Devices ($): 0 Charge Threshold 400 (%BC): 76] [Cardiac Surgery-Per Diem: 44934 Days: 8 Additional Days: 4452] [PTCA-Per Diem: 17045 Days: 4 Additional Days: 4452] [Transplants-Case Rate: FEE SCHEDULE] [Pancreas Transplant (%BC): 80]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Non-Extensive O.R. Procedures Unrelated To Principal Diagnosis Without Cc/Mcc","989","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Aetna","Indemnity Traditional",,"95",,,,,"0","percent of total billed charges",,,"No services performed during 15-month lookback period."
"Non-Extensive O.R. Procedures Unrelated To Principal Diagnosis Without Cc/Mcc","989","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Aetna","Medicare Managed Care Plan","12876.5",,,,,,,"fee schedule","11916.11","26762.92","MSDRG Base Rate"
"Non-OPPS Clinic Services","N700","APC",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Pathways Exchange",,,"[Lesser Than Charges paid at %: 100] [OP Surg. Group 1 ($): FEE SCHEDULE] [OP Surg. Group 2 ($): FEE SCHEDULE] [OP Surg. Group 3 ($): FEE SCHEDULE] [OP Surg. Group 4 ($): FEE SCHEDULE] [OP Surg. Group 5 ($): FEE SCHEDULE] [OP Surg. Group 6 ($): FEE SCHEDULE] [OP Surg. Group 7 ($): FEE SCHEDULE] [OP Surg. Group 8 ($): FEE SCHEDULE] [OP Surg. Group 9 ($): FEE SCHEDULE] [OP Surg. Group 10 ($): FEE SCHEDULE] [Cardiac Cath ($): 3227.09] [Colonoscopy ($): 1360.46] [Hip Replacement ($): 13279.40] [Knee Replacement ($): 13279.40] [Laparoscopy ($): 3818.34] [Lithotripsy ($): 5390.31] [PTCA ($): 13112.19] [Stereotactic Radiosurgery ($): 23475.97] [Observation ($): 4540.60] [Emergency Department ($): 973.40] [Electrophysiology Ablation ($): 22574.73] [Radiation Therapy ($): FEE SCHEDULE] [CT Scan OP ($): 395.08] [MRI OP ($): 585.19] [Mammography-Diagnostic ($): 128.25] [Mammography-Screening ($): 128.25] [Radiology Fee Schedule: FEE SCHEDULE] [Laboratory Fee Schedule: FEE SCHEDULE] [Occupational Therapy ($): 127.13] [Physical Therapy ($): 127.13] [Speech Therapy ($): 127.13] [OP High Cost Drugs (%BC): 70] [Other Outpatient Implant ($): 0 Charge Threshold 400 (%BC): 76] [All Other OP (%BC): 49]","306.74","195.51","576.24","100","other",,,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer's algorithm."
"Non-auto graft 1st tooth","D4275","HCPCS",,,,,,,"facility","outpatient",,,,,,"Wellcare","Medicare Managed Care Plan","1649.65",,,,,,,"fee schedule","1556.28","3299.31","APC"
"Non-blind interatrial shunt","C9760","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Hmo/Pos","21254",,,,,,,"fee schedule","6309.89","57237.65",
"Non-covered Services","N900","APC",,,,,,,"facility","outpatient",,,,,,"Cigna","Ppo",,"72",,"573.84","573.84","573.84","1 through 10","percent of total billed charges",,,
"Noncdm Charge Record Medical Supplies","100359_C1889_278","CDM","278","RC","C1889","HCPCS",,,"facility","both",,,,"192.5","192.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","100461_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"878.76","878.76",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","100506_C2625_278","CDM","278","RC","C2625","HCPCS",,,"facility","both",,,,"157.3","157.3",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","100561_C1769_278","CDM","278","RC","C1769","HCPCS",,,"facility","both",,,,"66","66",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","101462_C1769_278","CDM","278","RC","C1769","HCPCS",,,"facility","both",,,,"55","55",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","101520_272","CDM","272","RC",,,,,"facility","both",,,,"49.5","49.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","101933_C1889_278","CDM","278","RC","C1889","HCPCS",,,"facility","both",,,,"192.5","192.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","102337_270","CDM","270","RC",,,,,"facility","both",,,,"1402.5","1402.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","102457_C1874_278","CDM","278","RC","C1874","HCPCS",,,"facility","both",,,,"5003.74","5003.74",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","102528_C1769_278","CDM","278","RC","C1769","HCPCS",,,"facility","both",,,,"48.53","48.53",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","102790_C1817_278","CDM","278","RC","C1817","HCPCS",,,"facility","both",,,,"1355.2","1355.2",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","103366_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"1386","1386",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","103494_C1874_278","CDM","278","RC","C1874","HCPCS",,,"facility","both",,,,"3958.9","3958.9",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","103759_C1889_278","CDM","278","RC","C1889","HCPCS",,,"facility","both",,,,"269.5","269.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","10385_C1813_278","CDM","278","RC","C1813","HCPCS",,,"facility","both",,,,"3531","3531",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","103861_C2630_278","CDM","278","RC","C2630","HCPCS",,,"facility","both",,,,"2772","2772",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","104033_C1874_278","CDM","278","RC","C1874","HCPCS",,,"facility","both",,,,"5482.4","5482.4",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","104360_270","CDM","270","RC",,,,,"facility","both",,,,"4207.5","4207.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","104459_270","CDM","270","RC",,,,,"facility","both",,,,"1136.21","1136.21",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","104629_C1768_278","CDM","278","RC","C1768","HCPCS",,,"facility","both",,,,"2018.5","2018.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","104821_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"2156","2156",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","104834_C1769_278","CDM","278","RC","C1769","HCPCS",,,"facility","both",,,,"22","22",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","104959_C2617_278","CDM","278","RC","C2617","HCPCS",,,"facility","both",,,,"119.9","119.9",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","105030_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"148.5","148.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","105199_270","CDM","270","RC",,,,,"facility","both",,,,"564.3","564.3",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","105407_L8509_274","CDM","274","RC","L8509","HCPCS",,,"facility","both",,,,"460.9","460.9",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","105824_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"1386","1386",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","105828_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"1848","1848",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","105860_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"539","539",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","106144_270","CDM","270","RC",,,,,"facility","both",,,,"431.2","431.2",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","106366_C1887_278","CDM","278","RC","C1887","HCPCS",,,"facility","both",,,,"1232","1232",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","106646_C1874_278","CDM","278","RC","C1874","HCPCS",,,"facility","both",,,,"6697.7","6697.7",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","107104_C1769_278","CDM","278","RC","C1769","HCPCS",,,"facility","both",,,,"24.2","24.2",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","107196_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"924","924",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","107448_270","CDM","270","RC",,,,,"facility","both",,,,"1624.65","1624.65",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","107675_C1889_278","CDM","278","RC","C1889","HCPCS",,,"facility","both",,,,"762.3","762.3",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","107859_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"77","77",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","108054_C1889_278","CDM","278","RC","C1889","HCPCS",,,"facility","both",,,,"231","231",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","108481_C1768_278","CDM","278","RC","C1768","HCPCS",,,"facility","both",,,,"4567.2","4567.2",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","108501_C1751_278","CDM","278","RC","C1751","HCPCS",,,"facility","both",,,,"79.2","79.2",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","108548_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"148.5","148.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","108643_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"1009.8","1009.8",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","108790_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"107.8","107.8",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","108794_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"107.8","107.8",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","108848_Q4100_278","CDM","278","RC","Q4100","HCPCS",,,"facility","both",,,,"34639.28","34639.28",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","109208_C1887_278","CDM","278","RC","C1887","HCPCS",,,"facility","both",,,,"313.1","313.1",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","110327_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"492.8","492.8",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","110772_C1893_278","CDM","278","RC","C1893","HCPCS",,,"facility","both",,,,"40.42","40.42",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","110994_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"2156","2156",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","111566_C1889_278","CDM","278","RC","C1889","HCPCS",,,"facility","both",,,,"962.5","962.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","111939_C1781_278","CDM","278","RC","C1781","HCPCS",,,"facility","both",,,,"1952.5","1952.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","112676_C2623_278","CDM","278","RC","C2623","HCPCS",,,"facility","both",,,,"2052.48","2052.48",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","112743_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"4543","4543",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","112993_270","CDM","270","RC",,,,,"facility","both",,,,"709.5","709.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","113031_C1889_278","CDM","278","RC","C1889","HCPCS",,,"facility","both",,,,"231","231",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","113080_270","CDM","270","RC",,,,,"facility","both",,,,"660","660",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","113209_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"5390","5390",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","113331_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"234.08","234.08",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","113592_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"770","770",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","113735_270","CDM","270","RC",,,,,"facility","both",,,,"441.1","441.1",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","113806_Q4186_278","CDM","278","RC","Q4186","HCPCS",,,"facility","both",,,,"246.4","246.4",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","113889_270","CDM","270","RC",,,,,"facility","both",,,,"504.9","504.9",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","114228_C1889_278","CDM","278","RC","C1889","HCPCS",,,"facility","both",,,,"1986.6","1986.6",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","114246_C1889_278","CDM","278","RC","C1889","HCPCS",,,"facility","both",,,,"1524.6","1524.6",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","114271_C1880_278","CDM","278","RC","C1880","HCPCS",,,"facility","both",,,,"2310","2310",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","114559_270","CDM","270","RC",,,,,"facility","both",,,,"1202.3","1202.3",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","114800_L3980_274","CDM","274","RC","L3980","HCPCS",,,"facility","both",,,,"499.4","499.4",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","115106_270","CDM","270","RC",,,,,"facility","both",,,,"739.2","739.2",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","115279_C1900_275","CDM","275","RC","C1900","HCPCS",,,"facility","both",,,,"2063.6","2063.6",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","115340_C1726_278","CDM","278","RC","C1726","HCPCS",,,"facility","both",,,,"3003","3003",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","116024_C1874_278","CDM","278","RC","C1874","HCPCS",,,"facility","both",,,,"731.5","731.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","116143_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"924","924",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","116326_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"1036","1036",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","116674_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"269.5","269.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","116825_C1889_278","CDM","278","RC","C1889","HCPCS",,,"facility","both",,,,"231","231",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","116860_C1887_278","CDM","278","RC","C1887","HCPCS",,,"facility","both",,,,"634.7","634.7",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","117221_C1876_278","CDM","278","RC","C1876","HCPCS",,,"facility","both",,,,"4110.7","4110.7",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","117235_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"269.5","269.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","117497_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"385","385",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","117516_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"308","308",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","117680_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"2618","2618",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
