"Mdfc flap w/prsrv vasc pedcl","15730","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hpn Other Commercial Plan","5153.08",,,,,,,"fee schedule","3514.53","11385",
"Mdfc flap w/prsrv vasc pedcl","15730","HCPCS",,,,,,,"facility","outpatient",,,,,,"Humana","Medicare Managed Care Plan","8821.68",,,,,,,"fee schedule","3514.53","11385",
"Mech remov tunneled cv cath","36596","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Value Secure Medicare Managed Care Plan","1594.7",,,,,,,"fee schedule","1578.92","5051.48","APC"
"Mech remov tunneled cv cath","36596","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Hmo/Pos","2296",,,,,,,"fee schedule","1578.92","5051.48",
"Mechanical chest wall oscill","94669","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Healthspring Medicare Managed Care Plan","226.23",,,,,,,"fee schedule","219.64","465.64","APC"
"Mecp2 full gene analysis","0234U","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Value Secure Medicare Managed Care Plan","533.15",,,,,,,"fee schedule","395.9","1119.08","APC"
"Mecp2 gene known variant","81303","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Core/Charter/Nexus Other Commercial Plan","120",,,,,,,"fee schedule","90","254.4",
"Medical Back Problems With Mcc","551","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Aetna","Hmo/Pos",,,"[Stop Loss: Total Charges > 302159 | Total % of Charge: 55] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Alcohol/ Chemical Dependency-Per Diem: 1979] [Psych-Per Diem: 1979] [Rehab-Per Diem: 2455] [IP High Cost Drugs ($): 0 Charge Threshold 1000 (%BC): 76] [IP Prosthetics/Implants/Devices ($): 0 Charge Threshold 400 (%BC): 76] [Cardiac Surgery-Per Diem: 52424 Days: 8 Additional Days: 5194] [PTCA-Per Diem: 19887 Days: 4 Additional Days: 5194] [Transplants-Case Rate: FEE SCHEDULE] [Pancreas Transplant (%BC): 80]","31644.68","31644.68","31644.68","1 through 10","other",,,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer's algorithm."
"Medical Back Problems With Mcc","551","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Humana","Hmo/Pos","28536.38",,,,,,,"fee schedule","16819.47","36224.75",
"Medical Back Problems Without Mcc","552","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Aetna","Medicare Managed Care Plan","10741.75",,,,,,,"fee schedule","9940.06","22326","MSDRG Base Rate"
"Medical Back Problems Without Mcc","552","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Unitedhealthcare","Hmo/Pos",,,"[Stop Loss: Total Charges > 307779 | Total % of Charge: 59] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Alcohol/ Chemical Dependency-Per Diem: 1979] [Psych-Per Diem: 1979] [Rehab-Per Diem: 3703] [IP High Cost Drugs ($): 0 Charge Threshold 1000 (%BC): 76] [IP Prosthetics/Implants/Devices ($): 0 Charge Threshold 400 (%BC): 76] [Cardiac Surgery-Case Rate: 53400 Days: 8 Additional Days: 5291] [PTCA-Case Rate: 20258 Days: 4 Additional Days: 5291]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Medical nutrition indiv in","97802","HCPCS",,,,,,,"facility","outpatient",,,,,,"Humana","Hmo/Pos","72.39",,,,,,,"fee schedule","26.64","128",
"Medical nutrition indiv in","97802","HCPCS",,,,,,,"facility","outpatient",,,,,,"Humana","Medicare Managed Care Plan","72.39",,,,,,,"fee schedule","26.64","128",
"Medroxyprogesterone Acetate: 100 Tablet In 1 Bottle (0555-0872-02)","4855_00555087202","CDM","637","RC","00555087202","NDC",,,"facility","both","1","EA",,"1.63","1.63",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Meg evoked single","95966","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Value Secure Medicare Managed Care Plan","869.95",,,,,,,"fee schedule","861.34","1826.04","APC"
"Menstrual And Other Female Reproductive System Disorders With Cc/Mcc","760","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Humana","Medicare Managed Care Plan","16481.63",,,,,,,"fee schedule","10163.87","23187.63",
"Menstrual And Other Female Reproductive System Disorders With Cc/Mcc","760","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Optum","Ccn Government","10937.56",,,,,,,"fee schedule","10163.87","23187.63","MSDRG Base Rate"
"Menstrual And Other Female Reproductive System Disorders Without Cc/Mcc","761","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Clover Health","Medicare Managed Care Plan",,,"[MSDRG Base Rate: FEE SCHEDULE]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Menstrual And Other Female Reproductive System Disorders Without Cc/Mcc","761","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Wellcare","Medicare Managed Care Plan",,,"[MSDRG Base Rate: FEE SCHEDULE]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Metabolic panel total ca","80048","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Pathways Exchange","6.35",,,,,,,"fee schedule","6.35","17.94",
"Methadone Hydrochloride: 1 Bottle In 1 Carton (0054-3553-44)  / 30 Ml In 1 Bottle","15996_00054355344","CDM","637","RC","00054355344","NDC",,,"facility","both","1","EA",,"13.93","13.93",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Methotrexate: 20 Blister Pack In 1 Carton (0904-7141-10)  / 1 Tablet In 1 Blister Pack","4973_00904714110","CDM","636","RC","J8610","HCPCS","00904714110","NDC","facility","both","1","EA",,"12.91","12.91",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Methylphenidate Hydrochloride: 100 Tablet In 1 Bottle (10702-101-01)","4986_10702010101","CDM","250","RC","10702010101","NDC",,,"facility","both","1","EA",,"3.6","3.6",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Metoprolol Succinate: 100 Tablet, Film Coated, Extended Release In 1 Bottle (67877-590-01)","29858_67877059001","CDM","250","RC","67877059001","NDC",,,"facility","both","1","EA",,"4.64","4.64",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Metyrapone panel","80436","HCPCS",,,,,,,"facility","outpatient",,,,,,"Ambetter Health","Peach State Exchange","193.26",,,,,,,"fee schedule","68.37","193.26","APC"
"Metyrapone panel","80436","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hmo","91.16",,,,,,,"fee schedule","68.37","193.26",
"Mgmt gene methylation anal","81287","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Hpn Whole Health Other Commercial Plan","224.35",,,,,,,"fee schedule","93.48","264.24",
"Mgmt gene methylation anal","81287","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Medicare Managed Care Plan","127.13",,,,,,,"fee schedule","93.48","264.24","APC"
"Miconazole Nitrate: 1 Tube, With Applicator In 1 Carton (51672-2035-6)  / 45 G In 1 Tube, With Applicator","5040_51672203506","CDM","637","RC","51672203506","NDC",,,"facility","both","1","EA",,"11.47","11.47",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Microalbumin quantitative","82043","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Medicare Managed Care Plan","5.9",,,,,,,"fee schedule","4.34","12.25","APC"
"Microbe suscept macrobroth","87188","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Hmo/Pos","6.64",,,,,,,"fee schedule","4.98","14.08",
"Microbe suscept macrobroth","87188","HCPCS",,,,,,,"facility","outpatient",,,,,,"Devoted Health","Medicare Managed Care Plan","6.64",,,,,,,"fee schedule","4.98","14.08","APC"
"Microbe suscept mycobacteri","87190","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Core/Charter/Nexus Other Commercial Plan","7.31",,,,,,,"fee schedule","5.48","15.5",
"Microbe susceptible disk","87184","HCPCS",,,,,,,"facility","outpatient",,,,,,"Ambetter Health","Peach State Exchange","15.86",,,,,,,"fee schedule","5.61","15.86","APC"
"Microbe susceptible enzyme","87185","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hpn Other Commercial Plan","4.04",,,,,,,"fee schedule","3.56","10.07",
"Microbe susceptible enzyme","87185","HCPCS",,,,,,,"facility","outpatient",,,,,,"Kaiser","Hmo","6.75",,,,,,,"fee schedule","3.56","10.07",
"Microbe susceptible mic","87186","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Value Secure Medicare Managed Care Plan","8.74",,,,,,,"fee schedule","6.49","18.34","APC"
"Microdissection laser","88380","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Pathways Exchange","54.21",,,,,,,"fee schedule","54.21","130.1",
"Microsatellite instability","81301","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Hmo/Pos","348.56",,,,,,,"fee schedule","261.42","738.95",
"Microscopic exam of urine","81015","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Value Secure Medicare Managed Care Plan","3.08",,,,,,,"fee schedule","2.29","6.47","APC"
"Midazolam: 10 VIAL in 1 BOX (55390-125-10)  / 10 mL in 1 VIAL","209811_55390012510","CDM","250","RC","J2250","HCPCS","55390012510","NDC","facility","both","1","EA",,"0.95","0.95",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Middle cerebral artery echo","76821","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hpn Other Commercial Plan","103.19",,,,,,,"fee schedule","82.33","280.2",
"Middle cerebral artery echo","76821","HCPCS",,,,,,,"facility","outpatient",,,,,,"Devoted Health","Medicare Managed Care Plan","104.86",,,,,,,"fee schedule","82.33","280.2","APC"
"Minor Bladder Procedures Without Cc/Mcc","664","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Aetna","Hpn Whole Health Other Commercial Plan","20633.9",,,,,,,"fee schedule","11136.42","23922.46",
"Minor Bladder Procedures Without Cc/Mcc","664","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Unitedhealthcare","Hmo/Pos","22924.15",,,,,,,"fee schedule","11136.42","23922.46",
"Minor Bladder Procedures Without Cc/Mcc","664","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Wellcare","Medicare Managed Care Plan",,,"[MSDRG Base Rate: FEE SCHEDULE]","11259.95","11259.95","11259.95","1 through 10","other",,,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer's algorithm."
"Minor Skin Disorders With Mcc","606","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Humana","Medicare Managed Care Plan","26927.52",,,,,,,"fee schedule","15386.39","34182.42",
"Minor Skin Disorders With Mcc","606","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Unitedhealthcare","Core/Charter/Nexus Other Commercial Plan",,,"[Stop Loss: Total Charges > 307779 | Total % of Charge: 59] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Rehab-Per Diem: 3148] [IP High Cost Drugs ($): 0 Charge Threshold 1000 (%BC): 76] [IP Prosthetics/Implants/Devices ($): 0 Charge Threshold 400 (%BC): 76] [Cardiac Surgery-Case Rate: 45389 Days: 8 Additional Days: 4497] [PTCA-Case Rate: 17219 Days: 4 Additional Days: 4497]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Minor Skin Disorders With Mcc","606","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Unitedhealthcare","Hmo/Pos","34182.42",,,,,,,"fee schedule","15386.39","34182.42",
"Minor Skin Disorders Without Mcc","607","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Aetna","Indemnity Traditional",,"95",,,,,"0","percent of total billed charges",,,"No services performed during 15-month lookback period."
"Minor Skin Disorders Without Mcc","607","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Amerigroup","Medicaid Managed Care Plan",,,"[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://dch.georgia.gov/providers/provider-types/hospital-providers]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Minor Small And Large Bowel Procedures With Mcc","344","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Aetna","Exchange","43824.42",,,,,,,"fee schedule","24796.03","57202.11",
"Minor Small And Large Bowel Procedures With Mcc","344","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Peach State Health Plan","Medicaid Managed Care Plan",,,"[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://dch.georgia.gov/providers/provider-types/hospital-providers]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Minor Small And Large Bowel Procedures With Mcc","344","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Va Community Care Network","Government",,,"[MSDRG Base Rate: FEE SCHEDULE]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Minor Small And Large Bowel Procedures Without Cc/Mcc","346","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Aetna","Exchange","20253.18",,,,,,,"fee schedule","12509.65","26520.46",
"Minor Small And Large Bowel Procedures Without Cc/Mcc","346","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Bcbs","Ppo",,"84.14",,,,,"0","percent of total billed charges",,,"No services performed during 15-month lookback period."
"Minor Small And Large Bowel Procedures Without Cc/Mcc","346","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Kaiser","Hmo",,,"[Stop Loss: Total Charges > 258701 | Total % of Charge: 54.13] [Lesser Than Charges paid at %: 100] [Medical-Per Diem: 4009 Days: 1 Additional Days: 3196] [Surgical-Case Rate: 10825] [ICU-Per Diem: 4009] [CCU-Per Diem: 4009] [Step Down-Per Diem: 3345] [C-Section-Per Diem: 4272 Days: 1 Additional Days: 2927] [Normal Vaginal Delivery-Per Diem: 3720 Days: 1 Additional Days: 2927] [Nursery  Level 1- Boarder-Per Diem: 1190] [Nursery  Level 2-Per Diem: 2044] [Nursery  Level 3-Per Diem: 3019] [Nursery  Level 4-NICU-Per Diem: 3264] [Psych-Per Diem: 1448] [Rehab-Per Diem: 2500] [IP High Cost Drugs (%BC): 38] [IP Prosthetics/Implants/Devices (%BC): 76] [Transplants-Case Rate: FEE SCHEDULE]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Minor Small And Large Bowel Procedures Without Cc/Mcc","346","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Unitedhealthcare","Ppo",,,"[IP High Cost Drugs (%BC): 72] [All Other IP (%BC): 72]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Miscellaneous Disorders Of Nutrition, Metabolism, Fluids And Electrolytes With Mcc","640","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Aetna","Medicare Managed Care Plan",,,"[MSDRG Base Rate: FEE SCHEDULE]","11576.33","1908","13062.96","21","other",,,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer's algorithm."
"Miscellaneous Disorders Of Nutrition, Metabolism, Fluids And Electrolytes With Mcc","640","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Clover Health","Medicare Managed Care Plan",,,"[MSDRG Base Rate: FEE SCHEDULE]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Miscellaneous Disorders Of Nutrition, Metabolism, Fluids And Electrolytes With Mcc","640","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Humana","Hmo/Pos","22211.32",,,,,,,"fee schedule","13697.24","29306.84",
"Miscellaneous Disorders Of Nutrition, Metabolism, Fluids And Electrolytes With Mcc","640","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Kaiser","Ppo",,"70",,,,,"0","percent of total billed charges",,,"No services performed during 15-month lookback period."
"Miscellaneous Disorders Of Nutrition, Metabolism, Fluids And Electrolytes With Mcc","640","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Phcs","All Commercial Plans",,"70",,,,,"0","percent of total billed charges",,,"No services performed during 15-month lookback period."
"Miscellaneous Disorders Of Nutrition, Metabolism, Fluids And Electrolytes Without Mcc","641","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Optum","Ccn Government","8920.33",,,,,,,"fee schedule","8059.93","18911.1","MSDRG Base Rate"
"Mitochondrial gene","81440","HCPCS",,,,,,,"facility","outpatient",,,,,,"Ambetter Health","Peach State Exchange","7046.88",,,,,,,"fee schedule","2493","7046.88","APC"
"Mitochondrial gene","81440","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hpn Other Commercial Plan","2825.4",,,,,,,"fee schedule","2493","7046.88",
"Mitochondrial gene","81440","HCPCS",,,,,,,"facility","outpatient",,,,,,"Wellcare","Medicare Managed Care Plan","3523.44",,,,,,,"fee schedule","2493","7046.88","APC"
"Mitomycin: 1 Vial In 1 Box, Unit-Dose (0143-9279-01)  / 40 Ml In 1 Vial","10630_00143927901","CDM","636","RC","J9280","HCPCS","00143927901","NDC","facility","both","1","EA",,"456.67","456.67",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Mitomycin: 1 Vial In 1 Carton (25021-250-20)  / 10 Ml In 1 Vial","10632_25021025020","CDM","636","RC","J9280","HCPCS","25021025020","NDC","facility","both","1","EA",,"84.46","84.46",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Mlh1 gene known variants","81293","HCPCS",,,,,,,"facility","outpatient",,,,,,"Wellcare","Medicare Managed Care Plan","350.86",,,,,,,"fee schedule","248.25","701.72","APC"
"Mlh1 gene","81288","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Core/Charter/Nexus Other Commercial Plan","192.32",,,,,,,"fee schedule","144.24","407.72",
"Mlh1 mrna seq alys","0158U","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Pathways Exchange","212.16",,,,,,,"fee schedule","212.16","599.71",
"Mlh1 mrna seq alys","0158U","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Core/Charter/Nexus Other Commercial Plan","282.88",,,,,,,"fee schedule","212.16","599.71",
"Mog-igg1 antb cba each","86362","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Value Secure Medicare Managed Care Plan","12.17",,,,,,,"fee schedule","9.04","25.55","APC"
"Mog-igg1 antb cba each","86362","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hpn Other Commercial Plan","10.24",,,,,,,"fee schedule","9.04","25.55",
"Mohs 1 stage h/n/hf/g","17311","HCPCS",,,,,,,"facility","outpatient",,,,,,"Oscar Health","Exchange","3295",,,,,,,"fee schedule","741.31","4840.09",
"Mohs addl stage t/a/l","17314","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Hmo/Pos","1580",,,,,,,"fee schedule","1343","2987",
"Molec fluor img sus nev 1st","0700T","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Hmo/Pos","88.95",,,,,,,"fee schedule","54.54","88.95",
"Mopath procedure level 1","81400","HCPCS",,,,,,,"facility","outpatient",,,,,,"Wellcare","Medicare Managed Care Plan","67.8",,,,,,,"fee schedule","47.97","135.6","APC"
"Mopath procedure level 2","81401","HCPCS",,,,,,,"facility","outpatient",,,,,,"Oscar Health","Exchange","187.13",,,,,,,"fee schedule","102.75","290.44",
"Mopath procedure level 4","81403","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hmo","185.2",,,,,,,"fee schedule","138.9","392.62",
"Mopath procedure level 5","81404","HCPCS",,,,,,,"facility","outpatient",,,,,,"Oscar Health","Exchange","375.39",,,,,,,"fee schedule","206.12","582.64",
"Mopath procedure level 7","81406","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Healthspring Medicare Managed Care Plan","291.37",,,,,,,"fee schedule","212.16","599.71","APC"
"Mopath procedure level 9","81408","HCPCS",,,,,,,"facility","outpatient",,,,,,"Clover Health","Medicare Managed Care Plan","2100",,,,,,,"fee schedule","1500","4240","APC"
"Mouth Procedures With Cc/Mcc","137","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Unitedhealthcare","Medicare Managed Care Plan","15210.44",,,,,,,"fee schedule","14423.3","32246.13","MSDRG Base Rate"
"Mouth Procedures Without Cc/Mcc","138","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Aetna","Exchange",,,"[Stop Loss: Total Charges > 258976 | Total % of Charge: 55] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Nursery  Level 1- Boarder-Per Diem: 1487] [Nursery  Level 2-Per Diem: 2066] [Nursery  Level 3-Per Diem: 2360] [Nursery  Level 4-NICU-Per Diem: 2697] [Alcohol/ Chemical Dependency-Per Diem: 1696] [Psych-Per Diem: 1696] [Rehab-Per Diem: 2046] [IP High Cost Drugs ($): 0 Charge Threshold 1000 (%BC): 76] [IP Prosthetics/Implants/Devices ($): 0 Charge Threshold 400 (%BC): 76] [Cardiac Surgery-Per Diem: 44934 Days: 8 Additional Days: 4452] [PTCA-Per Diem: 17045 Days: 4 Additional Days: 4452] [Transplants-Case Rate: FEE SCHEDULE] [Pancreas Transplant (%BC): 80]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Mouth Procedures w/o CC","169","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Caresource","Medicaid Managed Care Plan",,,"[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://dch.georgia.gov/providers/provider-types/hospital-providers]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Mpl gene common variants","81338","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Core/Charter/Nexus Other Commercial Plan","150.33",,,,,,,"fee schedule","112.75","318.7",
"Mr angio spine w/o&w/dye","72159","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Hpn Whole Health Other Commercial Plan","965",,,,,,,"fee schedule","507.15","965",
"Mr angio upr extr w/o&w/dye","73225","HCPCS",,,,,,,"facility","outpatient",,,,,,"Kaiser","Hmo","828",,,,,,,"fee schedule","507.15","965",
"Mr angiograph neck w/o&w/dye","70549","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Value Secure Medicare Managed Care Plan","353.43",,,,,,,"fee schedule","349.93","965","APC"
"Mr elastography","76391","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Exchange","628",,,,,,,"fee schedule","229.35","965",
"Mr safety implant elec prepj","76018","HCPCS",,,,,,,"facility","outpatient",,,,,,"Ambetter Health","Peach State Exchange","202.16",,,,,,,"fee schedule","95.36","202.16","APC"
"Mr safety implt pos&/immoblj","76019","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Medicare Managed Care Plan","60.35",,,,,,,"fee schedule","59.17","125.44","APC"
"Mr-staph dna amp probe","87641","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Medicare Managed Care Plan","35.79",,,,,,,"fee schedule","26.32","74.39","APC"
"Mr-staph dna amp probe","87641","HCPCS",,,,,,,"facility","outpatient",,,,,,"Wellcare","Medicare Managed Care Plan","37.2",,,,,,,"fee schedule","26.32","74.39","APC"
"Mra w/cont, lwr ext","C8912","HCPCS",,,,,,,"facility","outpatient",,,,,,"Wellcare","Medicare Managed Care Plan","370.92",,,,,,,"fee schedule","349.93","965","APC"
"Mra w/o cont, lwr ext","C8913","HCPCS",,,,,,,"facility","outpatient",,,,,,"Kaiser","Hmo","828",,,,,,,"fee schedule","239.32","965",
"Mra w/o fol w/cont, abd","C8902","HCPCS",,,,,,,"facility","outpatient",,,,,,"Ambetter Health","Peach State Exchange","741.85",,,,,,,"fee schedule","349.93","965","APC"
"Mra w/o fol w/cont, pelvis","C8920","HCPCS",,,,,,,"facility","outpatient",,,,,,"Clover Health","Medicare Managed Care Plan","367.43",,,,,,,"fee schedule","349.93","965","APC"
"Mra w/o fol w/cont, pelvis","C8920","HCPCS",,,,,,,"facility","outpatient",,,,,,"Kaiser","Hmo","828",,,,,,,"fee schedule","349.93","965",
"Mri Chest W/Dye","71551","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Value Secure Medicare Managed Care Plan","794.15",,,,,,,"fee schedule","567.55","1702.05","APC"
"Mri Joint Of Lwr Extr W/Dye","73722","HCPCS",,,,,,,"facility","outpatient",,,,,,"Kaiser","Hmo","828",,,,,,,"fee schedule","461.57","1702.05",
"Mri Pelvis W/O Dye","72195","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Hpn Whole Health Other Commercial Plan","965",,,,,,,"fee schedule","239.32","965",
"Mri abdomen w/o dye","74181","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Value Secure Medicare Managed Care Plan","241.72",,,,,,,"fee schedule","239.32","965","APC"
"Mri brain stem w/dye","70552","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Healthspring Medicare Managed Care Plan","360.43",,,,,,,"fee schedule","349.93","965","APC"
"Mri brain stem w/o dye","70551","HCPCS",,,,,,,"facility","outpatient",,,,,,"Clover Health","Medicare Managed Care Plan","251.29",,,,,,,"fee schedule","239.32","965","APC"
"Mri brain w/o & w/dye","70559","HCPCS",,,,,,,"facility","outpatient",,,,,,"Kaiser","Hmo","828",,,,,,,"fee schedule","175.93","2366.36",
"Mri breast c- bilateral","77047","HCPCS",,,,,,,"facility","outpatient",,,,,,"Kaiser","Hmo","828",,,,,,,"fee schedule","222.45","965",
"Mri breast c- bilateral","77047","HCPCS",,,,,,,"facility","outpatient",,,,,,"Wellcare","Medicare Managed Care Plan","253.68",,,,,,,"fee schedule","222.45","965","APC"
"Mri chest spine w/o & w/dye","72157","HCPCS",,,,,,,"facility","outpatient",,,,,,"Wellcare","Medicare Managed Care Plan","370.92",,,,,,,"fee schedule","349.93","965","APC"
"Mri chest spine w/o dye","72146","HCPCS",,,,,,,"facility","outpatient",,,,,,"Oscar Health","Exchange","236.43",,,,,,,"fee schedule","236.43","965",
"Mri fetal ea addl gestation","74713","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Hmo/Pos","172.44",,,,,,,"fee schedule","172.44","255.36",
"Mri jnt of lwr extre w/o dye","73721","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Healthspring Medicare Managed Care Plan","246.5",,,,,,,"fee schedule","239.32","965","APC"
"Mri joint lwr extr w/o&w/dye","73723","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Healthspring Medicare Managed Care Plan","360.43",,,,,,,"fee schedule","349.93","965","APC"
"Mri joint upr extrem w/o dye","73221","HCPCS",,,,,,,"facility","outpatient",,,,,,"Devoted Health","Medicare Managed Care Plan","239.32",,,,,,,"fee schedule","239.32","965","APC"
"Mri lwr extremity w/o&w/dye","73720","HCPCS",,,,,,,"facility","outpatient",,,,,,"Wellcare","Medicare Managed Care Plan","370.92",,,,,,,"fee schedule","349.93","965","APC"
"Mri neck spine w/o & w/dye","72156","HCPCS",,,,,,,"facility","outpatient",,,,,,"Kaiser","Hmo","828",,,,,,,"fee schedule","349.93","965",
"Mri orbt/fac/nck w/o &w/dye","70543","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Hmo/Pos","954.63",,,,,,,"fee schedule","349.93","965",
