Facility,"OTHER KIDNEY AND URINARY TRACT DIAGNOSES, SIGNS AND SYMPTOMS",4684,APR-DRG,,,,,,,,inpatient,,,,,12740.625,12740.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12740.625,,,160814.74,10336.371,25203.659,1 through 10,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12740.625,,,160814.74,10336.371,25203.659,1 through 10,case rate,,12740.625,,,160814.74,10336.371,25203.659,1 through 10,case rate,,12740.625,,,160814.74,10336.371,25203.659,1 through 10,case rate,,12740.625,,,160814.74,10336.371,25203.659,1 through 10,case rate,,12740.625,,,160814.74,10336.371,25203.659,1 through 10,case rate,,12740.625,,,160814.74,10336.371,25203.659,1 through 10,case rate,,12740.625,,,160814.74,10336.371,25203.659,1 through 10,case rate,,12740.625,,,160814.74,10336.371,25203.659,1 through 10,case rate,,12740.625,,,160814.74,10336.371,25203.659,1 through 10,case rate,
Facility,"OTHER RESPIRATORY DIAGNOSES EXCEPT SIGNS, SYMPTOMS AND MISCELLANEOUS DIAGNOSES",1434,APR-DRG,,,,,,,,inpatient,,,,,13658.125,13658.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13658.125,,,73356.45,12456.26,12456.26,1 through 10,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13658.125,,,73356.45,12456.26,12456.26,1 through 10,case rate,,13658.125,,,73356.45,12456.26,12456.26,1 through 10,case rate,,13658.125,,,73356.45,12456.26,12456.26,1 through 10,case rate,,13658.125,,,73356.45,12456.26,12456.26,1 through 10,case rate,,13658.125,,,73356.45,12456.26,12456.26,1 through 10,case rate,,13658.125,,,73356.45,12456.26,12456.26,1 through 10,case rate,,13658.125,,,73356.45,12456.26,12456.26,1 through 10,case rate,,13658.125,,,73356.45,12456.26,12456.26,1 through 10,case rate,,13658.125,,,73356.45,12456.26,12456.26,1 through 10,case rate,
Facility,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST DISORDERS",3853,APR-DRG,,,,,,,,inpatient,,,,,8601.25,8601.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8601.25,,,48982.56,8291.51,43334.592,1 through 10,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8601.25,,,48982.56,8291.51,43334.592,1 through 10,case rate,,8601.25,,,48982.56,8291.51,43334.592,1 through 10,case rate,,8601.25,,,48982.56,8291.51,43334.592,1 through 10,case rate,,8601.25,,,48982.56,8291.51,43334.592,1 through 10,case rate,,8601.25,,,48982.56,8291.51,43334.592,1 through 10,case rate,,8601.25,,,48982.56,8291.51,43334.592,1 through 10,case rate,,8601.25,,,48982.56,8291.51,43334.592,1 through 10,case rate,,8601.25,,,48982.56,8291.51,43334.592,1 through 10,case rate,,8601.25,,,48982.56,8291.51,43334.592,1 through 10,case rate,
Facility,"Radiation treatment delivery, MeV<=5; complex",4011,APC,,,,,,,,Outpatient,,,,,111.65004,362.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.65004,,,,,,,case rate,,,,,,,,,,,213.48,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.75,,,,,,,case rate,,213.48,,,,,,,case rate,,209.21,,,,,,,case rate,,213.48,,,,,,,case rate,,216.68,,,,,,,case rate,,213.48,,,,,,,case rate,,202.81,,,,,,,case rate,,215.61,,,,,,,case rate,,213.48,,,,,,,case rate,,217.75,,,,,,,case rate,,213.48,,,,,,,case rate,,213.48,,,,,,,case rate,,213.48,,,,,,,case rate,,217.75,,,,,,,case rate,,224.15,,,,,,,case rate,,213.48,,,,,,,case rate,,213.48,,,,,,,case rate,,213.48,,,,,,,case rate,,213.48,,,,,,,case rate,,216.68,,,,,,,case rate,,362.92,,,,,,,case rate,,213.48,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.65004,,,,,,,case rate,,111.65004,,,,,,,case rate,,111.65004,,,,,,,case rate,,111.65004,,,,,,,case rate,,111.65004,,,,,,,case rate,,111.65004,,,,,,,case rate,,111.65004,,,,,,,case rate,,111.65004,,,,,,,case rate,,111.65004,,,,,,,case rate,
Facility,ACUTE BRONCHITIS AND RELATED SYMPTOMS,1454,APR-DRG,,,,,,,,inpatient,,,,,11080.625,11080.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11080.625,,,,,,0,case rate,Zero cases in previous 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11080.625,,,,,,0,case rate,Zero cases in previous 12 months,11080.625,,,,,,0,case rate,Zero cases in previous 12 months,11080.625,,,,,,0,case rate,Zero cases in previous 12 months,11080.625,,,,,,0,case rate,Zero cases in previous 12 months,11080.625,,,,,,0,case rate,Zero cases in previous 12 months,11080.625,,,,,,0,case rate,Zero cases in previous 12 months,11080.625,,,,,,0,case rate,Zero cases in previous 12 months,11080.625,,,,,,0,case rate,Zero cases in previous 12 months,11080.625,,,,,,0,case rate,Zero cases in previous 12 months
Facility,ALCOHOLIC LIVER DISEASE,2804,APR-DRG,,,,,,,,inpatient,,,,,17267.5,17267.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17267.5,,,70133.77,16151,46033.95,1 through 10,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17267.5,,,70133.77,16151,46033.95,1 through 10,case rate,,17267.5,,,70133.77,16151,46033.95,1 through 10,case rate,,17267.5,,,70133.77,16151,46033.95,1 through 10,case rate,,17267.5,,,70133.77,16151,46033.95,1 through 10,case rate,,17267.5,,,70133.77,16151,46033.95,1 through 10,case rate,,17267.5,,,70133.77,16151,46033.95,1 through 10,case rate,,17267.5,,,70133.77,16151,46033.95,1 through 10,case rate,,17267.5,,,70133.77,16151,46033.95,1 through 10,case rate,,17267.5,,,70133.77,16151,46033.95,1 through 10,case rate,
Facility,ALLERGIC REACTIONS,8111,APR-DRG,,,,,,,,inpatient,,,,,2969.375,2969.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2969.375,,,15757.84,3016.48,3016.48,1 through 10,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2969.375,,,15757.84,3016.48,3016.48,1 through 10,case rate,,2969.375,,,15757.84,3016.48,3016.48,1 through 10,case rate,,2969.375,,,15757.84,3016.48,3016.48,1 through 10,case rate,,2969.375,,,15757.84,3016.48,3016.48,1 through 10,case rate,,2969.375,,,15757.84,3016.48,3016.48,1 through 10,case rate,,2969.375,,,15757.84,3016.48,3016.48,1 through 10,case rate,,2969.375,,,15757.84,3016.48,3016.48,1 through 10,case rate,,2969.375,,,15757.84,3016.48,3016.48,1 through 10,case rate,,2969.375,,,15757.84,3016.48,3016.48,1 through 10,case rate,
Facility,ANGINA PECTORIS AND CORONARY ATHEROSCLEROSIS,1982,APR-DRG,,,,,,,,inpatient,,,,,5061.25,5061.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5061.25,,,30925.635,5389.082,9390.538,1 through 10,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5061.25,,,30925.635,5389.082,9390.538,1 through 10,case rate,,5061.25,,,30925.635,5389.082,9390.538,1 through 10,case rate,,5061.25,,,30925.635,5389.082,9390.538,1 through 10,case rate,,5061.25,,,30925.635,5389.082,9390.538,1 through 10,case rate,,5061.25,,,30925.635,5389.082,9390.538,1 through 10,case rate,,5061.25,,,30925.635,5389.082,9390.538,1 through 10,case rate,,5061.25,,,30925.635,5389.082,9390.538,1 through 10,case rate,,5061.25,,,30925.635,5389.082,9390.538,1 through 10,case rate,,5061.25,,,30925.635,5389.082,9390.538,1 through 10,case rate,
Facility,ANGINA PECTORIS AND CORONARY ATHEROSCLEROSIS,1984,APR-DRG,,,,,,,,inpatient,,,,,11843.125,11843.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11843.125,,,,,,0,case rate,Zero cases in previous 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11843.125,,,,,,0,case rate,Zero cases in previous 12 months,11843.125,,,,,,0,case rate,Zero cases in previous 12 months,11843.125,,,,,,0,case rate,Zero cases in previous 12 months,11843.125,,,,,,0,case rate,Zero cases in previous 12 months,11843.125,,,,,,0,case rate,Zero cases in previous 12 months,11843.125,,,,,,0,case rate,Zero cases in previous 12 months,11843.125,,,,,,0,case rate,Zero cases in previous 12 months,11843.125,,,,,,0,case rate,Zero cases in previous 12 months,11843.125,,,,,,0,case rate,Zero cases in previous 12 months
Facility,ANTEPARTUM WITH O.R. PROCEDURE,5472,APR-DRG,,,,,,,,inpatient,,,,,7187.5,7187.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7187.5,,,66033.915,6894.76,15645.068,1 through 10,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7187.5,,,66033.915,6894.76,15645.068,1 through 10,case rate,,7187.5,,,66033.915,6894.76,15645.068,1 through 10,case rate,,7187.5,,,66033.915,6894.76,15645.068,1 through 10,case rate,,7187.5,,,66033.915,6894.76,15645.068,1 through 10,case rate,,7187.5,,,66033.915,6894.76,15645.068,1 through 10,case rate,,7187.5,,,66033.915,6894.76,15645.068,1 through 10,case rate,,7187.5,,,66033.915,6894.76,15645.068,1 through 10,case rate,,7187.5,,,66033.915,6894.76,15645.068,1 through 10,case rate,,7187.5,,,66033.915,6894.76,15645.068,1 through 10,case rate,
Facility,Aflibercept injection,1420,APC,,,,,,,,Outpatient,,,,,403.524834,1311.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.524834,,,,,,,case rate,,,,,,,,,,,771.558,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.99,,,,,,,case rate,,771.56,,,,,,,case rate,,756.13,,,,,,,case rate,,771.56,,,,,,,case rate,,783.13,,,,,,,case rate,,771.56,,,,,,,case rate,,732.98,,,,,,,case rate,,779.27,,,,,,,case rate,,771.56,,,,,,,case rate,,786.99,,,,,,,case rate,,771.56,,,,,,,case rate,,771.56,,,,,,,case rate,,771.56,,,,,,,case rate,,786.99,,,,,,,case rate,,810.14,,,,,,,case rate,,771.56,,,,,,,case rate,,771.56,,,,,,,case rate,,771.56,,,,,,,case rate,,771.56,,,,,,,case rate,,783.13,,,,,,,case rate,,1311.65,,,,,,,case rate,,771.56,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.524834,,,,,,,case rate,,403.524834,,,,,,,case rate,,403.524834,,,,,,,case rate,,403.524834,,,,,,,case rate,,403.524834,,,,,,,case rate,,403.524834,,,,,,,case rate,,403.524834,,,,,,,case rate,,403.524834,,,,,,,case rate,,403.524834,,,,,,,case rate,
Facility,Anorectal myomectomy,45108,LOCAL,,,,,,,,Outpatient,,,,,6737.76,6737.76,,,,,,,,,,,,,,,,,,,,6737.76,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6737.76,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,Anoscopy control bleeding,46614,LOCAL,,,,,,,,Outpatient,,,,,460.95,460.95,,,,,,,,,,,,,,,,,,,,460.95,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.95,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,Anoscopy remove lesion,46610,LOCAL,,,,,,,,Outpatient,,,,,6737.76,6737.76,,,,,,,,,,,,,,,,,,,,6737.76,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6737.76,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,Antepartum manipulation,59412,LOCAL,,,,,,,,Outpatient,,,,,3141.45,3141.45,,,,,,,,,,,,,,,,,,,,3141.45,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3141.45,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,Application of forearm cast,29075,LOCAL,,,,,,,,Outpatient,,,,,632.64,632.64,,,,,,,,,,,,,,,,,,,,632.64,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.64,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,Art byp aor-celiac-msn-renal,35631,LOCAL,,,,,,,,Outpatient,,,,,26674.51,26674.51,,,,,,,,,,,,,,,,,,,,26674.51,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26674.51,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,Art byp common ipsi carotid,35601,LOCAL,,,,,,,,Outpatient,,,,,20164.1,20164.1,,,,,,,,,,,,,,,,,,,,20164.1,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20164.1,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
